race_id,office,state,district,special,new_map,redistricting_status,lean_vintage,incumbent_party,open_seat,note,lean,lean_source,lag_margin,lag_cycle,inc_status,incumbency,fund_dem,fund_rep,fund_share_dem,fund_logratio,provenance
H-TX-36,House,TX,36,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-37,House,TX,37,False,True,new_map,manual,D,,,-12.90278,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-TX-38,House,TX,38,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-UT-01,House,UT,1,False,True,new_map,manual,R,,,-26.28323,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-UT-02,House,UT,2,False,True,new_map,manual,R,,,-26.28323,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-UT-03,House,UT,3,False,True,new_map,manual,R,,,-26.28323,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-UT-04,House,UT,4,False,True,new_map,manual,R,,,-26.28323,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-VT-01,House,VT,1,False,False,census_map,2022,D,,,27.77973,538_2022,32.49908732060145,2024.0,incumbent_running,1.0,,,,,mirror
H-VA-01,House,VA,1,False,False,litigation,2022,R,,,-14.65879,538_2022,-12.781631468388362,2024.0,incumbent_running,-1.0,,,,,mirror
H-VA-02,House,VA,2,False,False,litigation,2022,R,,,-6.693087,538_2022,-3.8419190510445205,2024.0,incumbent_running,-1.0,,,,,mirror
H-VA-03,House,VA,3,False,False,litigation,2022,D,,,31.38345,538_2022,40.11647693839318,2024.0,incumbent_running,1.0,,,,,mirror
H-VA-04,House,VA,4,False,False,litigation,2022,D,,,29.15058,538_2022,34.9049820509816,2024.0,incumbent_running,1.0,,,,,mirror
H-VA-05,House,VA,5,False,False,litigation,2022,R,,,-14.89142,538_2022,-14.990627272914999,2024.0,incumbent_running,-1.0,,,,,mirror
H-VA-06,House,VA,6,False,False,litigation,2022,R,,,-28.83605,538_2022,-28.6215892091045,2024.0,incumbent_running,-1.0,,,,,mirror
H-VA-07,House,VA,7,False,False,litigation,2022,D,,,1.365047,538_2022,2.6400771207579226,2024.0,incumbent_running,1.0,,,,,mirror
H-VA-08,House,VA,8,False,False,litigation,2022,D,,,48.51135,538_2022,46.86375890496595,2024.0,incumbent_running,1.0,,,,,mirror
H-VA-09,House,VA,9,False,False,litigation,2022,R,,,-47.12505,538_2022,-45.1600272344331,2024.0,incumbent_running,-1.0,,,,,mirror
H-VA-10,House,VA,10,False,False,litigation,2022,D,,,6.80068,538_2022,4.549020367446964,2024.0,incumbent_running,1.0,,,,,mirror
H-VA-11,House,VA,11,False,False,litigation,2022,D,,,32.06858,538_2022,33.82051069514805,2024.0,incumbent_running,1.0,,,,,mirror
H-WA-01,House,WA,1,False,False,census_map,2022,D,,,22.98378,538_2022,26.25063079149775,2024.0,incumbent_running,1.0,,,,,mirror
H-WA-02,House,WA,2,False,False,census_map,2022,D,,,15.78128,538_2022,27.97129858186922,2024.0,incumbent_running,1.0,,,,,mirror
H-WA-03,House,WA,3,False,False,census_map,2022,D,,,-11.21785,538_2022,3.8766157574824973,2024.0,incumbent_running,1.0,,,,,mirror
H-WA-04,House,WA,4,False,False,census_map,2022,R,,,-24.55468,538_2022,,,incumbent_running,-1.0,,,,,mirror
H-WA-05,House,WA,5,False,False,census_map,2022,R,,,-16.67488,538_2022,-21.28063913654143,2024.0,incumbent_running,-1.0,,,,,mirror
H-WA-06,House,WA,6,False,False,census_map,2022,D,,,9.750251,538_2022,13.606721845999495,2024.0,incumbent_running,1.0,,,,,mirror
H-WA-07,House,WA,7,False,False,census_map,2022,D,,,68.03828,538_2022,68.14031761306659,2024.0,incumbent_running,1.0,,,,,mirror
H-WA-08,House,WA,8,False,False,census_map,2022,D,,,0.2929841,538_2022,8.151303098657849,2024.0,incumbent_running,1.0,,,,,mirror
H-WA-09,House,WA,9,False,False,census_map,2022,D,,,38.41735,538_2022,33.00381671189912,2024.0,incumbent_running,1.0,,,,,mirror
H-WA-10,House,WA,10,False,False,census_map,2022,D,,,10.39405,538_2022,17.30815643999035,2024.0,incumbent_running,1.0,,,,,mirror
H-WV-01,House,WV,1,False,False,census_map,2022,R,,,-34.6786,538_2022,-40.2106767271048,2024.0,incumbent_running,-1.0,,,,,mirror
H-WV-02,House,WV,2,False,False,census_map,2022,R,,,-34.0883,538_2022,-41.538136767247636,2024.0,incumbent_running,-1.0,,,,,mirror
H-WI-01,House,WI,1,False,False,census_map,2022,R,,,-6.193876,538_2022,-10.194082232720788,2024.0,incumbent_running,-1.0,,,,,mirror
H-WI-02,House,WI,2,False,False,census_map,2022,D,,,36.34102,538_2022,40.23120477105872,2024.0,incumbent_running,1.0,,,,,mirror
H-WI-03,House,WI,3,False,False,census_map,2022,R,,,-8.386776,538_2022,-2.7242298169567363,2024.0,incumbent_running,-1.0,,,,,mirror
H-WI-04,House,WI,4,False,False,census_map,2022,D,,,47.85919,538_2022,52.35609455489676,2024.0,incumbent_running,1.0,,,,,mirror
H-WI-05,House,WI,5,False,False,census_map,2022,R,,,-28.14144,538_2022,-28.89933616466888,2024.0,incumbent_running,-1.0,,,,,mirror
H-WI-06,House,WI,6,False,False,census_map,2022,R,,,-20.01838,538_2022,-22.57134452739644,2024.0,incumbent_running,-1.0,,,,,mirror
H-WI-07,House,WI,7,False,False,census_map,2022,R,,,-23.92584,538_2022,-27.19176363433585,2024.0,incumbent_running,-1.0,,,,,mirror
H-WI-08,House,WI,8,False,False,census_map,2022,R,,,-19.91714,538_2022,-14.648501830645046,2024.0,incumbent_running,-1.0,,,,,mirror
H-WY-01,House,WY,1,False,False,census_map,2022,R,,,-49.86651,538_2022,-47.3725664122838,2024.0,incumbent_running,-1.0,,,,,mirror
S-AL,Senate,AL,0,False,False,n/a,2022,R,True,Tuberville running for governor,-29.17974,538_2022,-20.35869619179389,2020.0,open,0.0,,,,,mirror
S-AK,Senate,AK,0,False,False,n/a,2022,R,False,Sullivan,-14.6111,538_2022,-12.70322939081241,2020.0,incumbent_running,-1.0,,,,,mirror
S-AR,Senate,AR,0,False,False,n/a,2022,R,False,Cotton,-31.50176,538_2022,,,incumbent_running,-1.0,,,,,mirror
S-CO,Senate,CO,0,False,False,n/a,2022,D,False,Hickenlooper,6.750234,538_2022,9.321433096708994,2020.0,incumbent_running,1.0,,,,,mirror
S-DE,Senate,DE,0,False,False,n/a,2022,D,False,Coons,13.92317,538_2022,21.540529805371392,2020.0,incumbent_running,1.0,,,,,mirror
S-GA,Senate,GA,0,False,False,n/a,2022,D,False,Ossoff,-7.357549,538_2022,-1.7789759045267957,2020.0,incumbent_running,1.0,,,,,mirror
S-ID,Senate,ID,0,False,False,n/a,2022,R,False,Risch,-36.79051,538_2022,-29.375909339902094,2020.0,incumbent_running,-1.0,,,,,mirror
S-IL,Senate,IL,0,False,False,n/a,2022,D,True,Durbin retiring,13.20919,538_2022,16.0676144569997,2020.0,open,0.0,,,,,mirror
S-IA,Senate,IA,0,False,False,n/a,2022,R,True,Ernst retiring (verify),-9.611277,538_2022,-6.587878657373857,2020.0,open,0.0,,,,,mirror
S-KS,Senate,KS,0,False,False,n/a,2022,R,False,Marshall,-21.07362,538_2022,-11.437136036790214,2020.0,incumbent_running,-1.0,,,,,mirror
S-KY,Senate,KY,0,False,False,n/a,2022,R,True,McConnell retiring,-27.18871,538_2022,-19.53381104111039,2020.0,open,0.0,,,,,mirror
S-LA,Senate,LA,0,False,False,n/a,2022,R,False,Cassidy (verify primary outcome),-20.39682,538_2022,,,incumbent_running,-1.0,,,,,mirror
S-ME,Senate,ME,0,False,False,n/a,2022,R,False,Collins,4.379831,538_2022,-8.596613943404584,2020.0,incumbent_running,-1.0,,,,,mirror
S-MA,Senate,MA,0,False,False,n/a,2022,D,False,Markey (verify primary outcome),32.67723,538_2022,33.108837597667424,2020.0,incumbent_running,1.0,,,,,mirror
S-MI,Senate,MI,0,False,False,n/a,2022,D,True,Peters retiring,-1.175974,538_2022,1.6850313519668916,2020.0,open,0.0,,,,,mirror
S-MN,Senate,MN,0,False,False,n/a,2022,D,True,Smith retiring,1.995261,538_2022,5.23844398205992,2020.0,open,0.0,,,,,mirror
S-MS,Senate,MS,0,False,False,n/a,2022,R,False,Hyde-Smith,-19.78266,538_2022,-9.975948523434553,2020.0,incumbent_running,-1.0,,,,,mirror
S-MT,Senate,MT,0,False,False,n/a,2022,R,False,Daines,-19.90665,538_2022,-10.024321499512084,2020.0,incumbent_running,-1.0,,,,,mirror
S-NE,Senate,NE,0,False,False,n/a,2022,R,False,Ricketts,-24.75097,538_2022,-38.31305402510936,2020.0,incumbent_running,-1.0,,,,,mirror
S-NH,Senate,NH,0,False,False,n/a,2022,D,True,Shaheen retiring,0.5663683,538_2022,15.648549968966499,2020.0,open,0.0,,,,,mirror
S-NJ,Senate,NJ,0,False,False,n/a,2022,D,False,Booker,11.34622,538_2022,16.307528082802605,2020.0,incumbent_running,1.0,,,,,mirror
S-NM,Senate,NM,0,False,False,n/a,2022,D,False,Lujan,7.150143,538_2022,6.105292307222669,2020.0,incumbent_running,1.0,,,,,mirror
S-NC,Senate,NC,0,False,False,n/a,2022,R,True,Tillis retiring,-4.815506,538_2022,-1.7467367750438783,2020.0,open,0.0,,,,,mirror
S-OK,Senate,OK,0,False,False,n/a,2022,R,False,Mullin,-36.86855,538_2022,-30.158620011681094,2020.0,incumbent_running,-1.0,,,,,mirror
S-OR,Senate,OR,0,False,False,n/a,2022,D,False,Merkley,10.60454,538_2022,17.586781943686347,2020.0,incumbent_running,1.0,,,,,mirror
S-RI,Senate,RI,0,False,False,n/a,2022,D,False,Reed,23.66751,538_2022,33.12393022324192,2020.0,incumbent_running,1.0,,,,,mirror
S-SC,Senate,SC,0,False,False,n/a,2022,R,False,Graham,-18.26597,538_2022,-10.27031088972862,2020.0,incumbent_running,-1.0,,,,,mirror
S-SD,Senate,SD,0,False,False,n/a,2022,R,False,Rounds,-32.0032,538_2022,-31.470495146578344,2020.0,incumbent_running,-1.0,,,,,mirror
S-TN,Senate,TN,0,False,False,n/a,2022,R,False,Hagerty,-29.205,538_2022,-27.037149283337406,2020.0,incumbent_running,-1.0,,,,,mirror
S-TX,Senate,TX,0,False,False,n/a,2022,R,False,Cornyn (verify primary/runoff outcome),-12.90278,538_2022,-9.639403663303426,2020.0,incumbent_running,-1.0,,,,,mirror
S-VA,Senate,VA,0,False,False,n/a,2022,D,False,Warner,3.601613,538_2022,12.083779503106285,2020.0,incumbent_running,1.0,,,,,mirror
S-WV,Senate,WV,0,False,False,n/a,2022,R,False,Capito,-35.57757,538_2022,-43.28376029312456,2020.0,incumbent_running,-1.0,,,,,mirror
S-WY,Senate,WY,0,False,False,n/a,2022,R,False,Lummis,-49.86651,538_2022,-46.08935157775514,2020.0,incumbent_running,-1.0,,,,,mirror
S-OH-special,Senate,OH,0,True,False,n/a,2022,R,False,special: Husted (appointed),-12.10644,538_2022,-6.11188234605315,2022.0,incumbent_running,-1.0,,,,,mirror
S-FL-special,Senate,FL,0,True,False,n/a,2022,R,False,special: Moody (appointed),-7.396878,538_2022,-16.41302787027712,2022.0,incumbent_running,-1.0,,,,,mirror
G-AL,Governor,AL,0,False,False,n/a,2022,R,True,Ivey term-limited,-29.17974,538_2022,-37.72892064696602,2022.0,open,0.0,,,,,mirror
G-AK,Governor,AK,0,False,False,n/a,2022,R,True,Dunleavy term-limited,-14.6111,538_2022,-26.07790651824441,2022.0,open,0.0,,,,,mirror
G-AZ,Governor,AZ,0,False,False,n/a,2022,D,False,Hobbs,-7.171309,538_2022,0.6687673496816728,2022.0,incumbent_running,1.0,,,,,mirror
G-AR,Governor,AR,0,False,False,n/a,2022,R,False,Sanders,-31.50176,538_2022,-27.767665486633945,2022.0,incumbent_running,-1.0,,,,,mirror
G-CA,Governor,CA,0,False,False,n/a,2022,D,True,Newsom term-limited,25.74527,538_2022,18.358980588052205,2022.0,open,0.0,,,,,mirror
G-CO,Governor,CO,0,False,False,n/a,2022,D,True,Polis term-limited,6.750234,538_2022,19.349761038277727,2022.0,open,0.0,,,,,mirror
G-CT,Governor,CT,0,False,False,n/a,2022,D,False,Lamont (verify),12.14592,538_2022,12.85147974451317,2022.0,incumbent_running,1.0,,,,,mirror
G-FL,Governor,FL,0,False,False,n/a,2022,R,True,DeSantis term-limited,-7.396878,538_2022,-19.403160228936898,2022.0,open,0.0,,,,,mirror
G-GA,Governor,GA,0,False,False,n/a,2022,R,True,Kemp term-limited,-7.357549,538_2022,-7.535245540050518,2022.0,open,0.0,,,,,mirror
G-HI,Governor,HI,0,False,False,n/a,2022,D,False,Green,31.81241,538_2022,26.32422047030697,2022.0,incumbent_running,1.0,,,,,mirror
G-ID,Governor,ID,0,False,False,n/a,2022,R,False,Little (verify),-36.79051,538_2022,-40.23882934468752,2022.0,incumbent_running,-1.0,,,,,mirror
G-IL,Governor,IL,0,False,False,n/a,2022,D,False,Pritzker,13.20919,538_2022,12.538334702516856,2022.0,incumbent_running,1.0,,,,,mirror
G-IA,Governor,IA,0,False,False,n/a,2022,R,True,Reynolds retiring,-9.611277,538_2022,-18.516627055056873,2022.0,open,0.0,,,,,mirror
G-KS,Governor,KS,0,False,False,n/a,2022,D,True,Kelly term-limited,-21.07362,538_2022,2.205950854213789,2022.0,open,0.0,,,,,mirror
G-ME,Governor,ME,0,False,False,n/a,2022,D,True,Mills term-limited,4.379831,538_2022,13.24283153989471,2022.0,open,0.0,,,,,mirror
G-MD,Governor,MD,0,False,False,n/a,2022,D,False,Moore,26.2639,538_2022,32.41255461362651,2022.0,incumbent_running,1.0,,,,,mirror
G-MA,Governor,MA,0,False,False,n/a,2022,D,False,Healey,32.67723,538_2022,29.073053508232746,2022.0,incumbent_running,1.0,,,,,mirror
G-MI,Governor,MI,0,False,False,n/a,2022,D,True,Whitmer term-limited,-1.175974,538_2022,10.530545686974278,2022.0,open,0.0,,,,,mirror
G-MN,Governor,MN,0,False,False,n/a,2022,D,True,Walz not seeking re-election (verify),1.995261,538_2022,7.663639177093209,2022.0,open,0.0,,,,,mirror
G-NE,Governor,NE,0,False,False,n/a,2022,R,False,Pillen,-24.75097,538_2022,-23.242585040284396,2022.0,incumbent_running,-1.0,,,,,mirror
G-NV,Governor,NV,0,False,False,n/a,2022,R,False,Lombardo,-2.59005,538_2022,-1.5098064806083116,2022.0,incumbent_running,-1.0,,,,,mirror
G-NH,Governor,NH,0,False,False,n/a,2022,R,False,Ayotte,0.5663683,538_2022,-15.513094882376222,2022.0,incumbent_running,-1.0,,,,,mirror
G-NM,Governor,NM,0,False,False,n/a,2022,D,True,Lujan Grisham term-limited,7.150143,538_2022,6.383519408751894,2022.0,open,0.0,,,,,mirror
G-NY,Governor,NY,0,False,False,n/a,2022,D,False,Hochul,19.90219,538_2022,6.390658368015345,2022.0,incumbent_running,1.0,,,,,mirror
G-OH,Governor,OH,0,False,False,n/a,2022,R,True,DeWine term-limited,-12.10644,538_2022,-25.02940232563145,2022.0,open,0.0,,,,,mirror
G-OK,Governor,OK,0,False,False,n/a,2022,R,True,Stitt term-limited,-36.86855,538_2022,-13.66359023449558,2022.0,open,0.0,,,,,mirror
G-OR,Governor,OR,0,False,False,n/a,2022,D,False,Kotek,10.60454,538_2022,3.41684576085715,2022.0,incumbent_running,1.0,,,,,mirror
G-PA,Governor,PA,0,False,False,n/a,2022,D,False,Shapiro,-2.96776,538_2022,14.771404382895163,2022.0,incumbent_running,1.0,,,,,mirror
G-RI,Governor,RI,0,False,False,n/a,2022,D,False,McKee (verify primary),23.66751,538_2022,19.05807028825454,2022.0,incumbent_running,1.0,,,,,mirror
G-SC,Governor,SC,0,False,False,n/a,2022,R,True,McMaster term-limited,-18.26597,538_2022,-17.367977303791946,2022.0,open,0.0,,,,,mirror
G-SD,Governor,SD,0,False,False,n/a,2022,R,False,Rhoden (appointed; verify primary),-32.0032,538_2022,-26.812140527635464,2022.0,incumbent_running,-1.0,,,,,mirror
G-TN,Governor,TN,0,False,False,n/a,2022,R,True,Lee term-limited,-29.205,538_2022,-31.989065925160446,2022.0,open,0.0,,,,,mirror
G-TX,Governor,TX,0,False,False,n/a,2022,R,False,Abbott,-12.90278,538_2022,-10.902789467682467,2022.0,incumbent_running,-1.0,,,,,mirror
G-VT,Governor,VT,0,False,False,n/a,2022,R,False,Scott (verify),27.77973,538_2022,-47.01493323408275,2022.0,incumbent_running,-1.0,,,,,mirror
G-WI,Governor,WI,0,False,False,n/a,2022,D,True,Evers retiring,-3.839976,538_2022,3.396926018919693,2022.0,open,0.0,,,,,mirror
G-WY,Governor,WY,0,False,False,n/a,2022,R,True,Gordon term-limited,-49.86651,538_2022,-58.25257731958762,2022.0,open,0.0,,,,,mirror
